яблоня	яблоня \n1.   хIахъахIа́   [яблоня   культурная   (в противоп. дикой) ] \n2.   чIва́цIла   [яблоня   (дерево) ]   яблоня \n1.   а-ацва-цла   (абх.)   Уапшы   чIва Malus Miller. \n2.   а-ацва   (абх.) Malus Miller. [яблоня  (плод яблони) ] \n3.   бначIва Malus silvestris Mill. [яблоня  лесная ] \n4.   бначIва Malus silvestris Mill. [яблоня  лесная   (плод яблони лесной) ] \n5.   бначIвасагIа Malus pumila Mill. [яблоня  низкорослая ] \n6.   бначIвацIла   Уапшы   бначIва Malus silvestris Mill. [яблоня  лесная   (дикая) ] \n7.   чIва Malus demestica Borkh. [яблоня  домашняя ] \n8.   чIва   Уапшы   чIва Malus demestica Borkh L. [яблоня  домашняя   (плод яблони домашней) ] \n9.   чIвахъыхIа   Уапшы   чIва Malus demestica Borkh. [яблоня  домашняя ] \n10.   чIвацIлагIва \n11.   чIвацIла   Уапшы   чIва Malus demestica Borkh L. [яблоня  домашняя ] \n12.   чIвацIлахвыц   Уапшы   бначIвасагIа Malus pumila Mill. [яблоня  низкорослая ]   
дюшеснея	дюшеснея \n1.   а-ацыцындра   (абх.) Duchesnea indica (Andrews) Focke. [дюшеснея  индийская ]   
портулак	портулак \n1.   адгьылпкъына   Уапшы   тшыбгъахъвшв Portulaca oleracea L. [портулак  огородный ] \n2.   а-бадр-йабач   (абх.) Portulaca oleracea L. [портулак  огородный ] \n3.   пкъыхьхъвшвы Portulaca L. \n4.   пкъыухъвшв   Уапшы   тшыбгъахъвш Portulaca oleracea L. [портулак  огородный ] \n5.   тшыбгъахъвшв Portulaca oleracea L. [портулак  огородный ] \n6.   тшбгъахьвшвы   Уапшы   тшыбгъахъвшв Portulaca oleracea L. [портулак  огородный ]   
мушмула	мушмула \n1.   а-бацв   (абх.) Mespilus germanica L. [мушмула  германская ] \n2.   къвышвхIамышх Eryobotrya japonica Lindl. [мушмула  японская ]   
кизил	кизил \n1.   зары́   [кизил   (плоды) ] \n2.   зары́цIла   [кизил   (дерево) ]   кизил \n1.   а-бгызыр   (абх.)   Уапшы   зары Cornus mas L. [кизил  обыкновенный ] \n2.   а-бгызыр   (абх.)   Уапшы   зары Cornus mas L. [кизил  мужской ] \n3.   зары Cornus mas L. [кизил  обыкновенный, мужской ] \n4.   зары   Уапшы   зары Cornus mas L. [кизил  обыкновенный, мужской   (плод кизила обыкновенного, мужского) ] \n5.   зарыцIла   Уапшы   зары Cornus mas L. [кизил  обыкновенный, мужской ] \n6.   заркыб   Уапшы   зары Cornus mas L. [кизил  обыкновенный, мужской ]   
горец	горец \n1.   щхъабза́загIв   горец \n1.   а-бжарца   (абх.) Polygonum persicaria L. [горец  почечуйный ] \n2.   гIвагванахIвра   Уапшы   къазхIвра Polygonum aviculare L. [горец  птичий ] \n3.   дзарлашв   Уапшы   тшшIысхъвшвы Polygonum bistorta L. [горец  змеиный ] \n4.   дзарлашвпшдза   Уапшы   тшшIысхъвшвы Polygonum bistorta L. [горец  змеиный ] \n5.   дзыхIврапшдза   Уапшы   а-бжарца   (абх.) Polygonum persicaria L. [горец  почечуйный ] \n6.   дзычыбджь Polygonum hydropiper L. [горец  перечный ] \n7.   къазхIвра Polygonum aviculare L. [горец  птичий ] \n8.   мгIватшпыхIвра   Уапшы   къазхIвра Polygonum aviculare L. [горец  птичий ] \n9.   мгIвахIвра   Уапшы   къазхIвра Polygonum aviculare L. [горец  птичий ] \n10.   пигIамбархIвра   Уапшы   а-бжарца   (абх.) Polygonum persicaria L. [горец  почечуйный ] \n11.   тшшIысхъвшвы Polygonum bistorta L. [горец  змеиный ] \n12.   хъахьхIвра Polygonum hydropiper L. [горец  перечный ] \n13.   хIвраларххы Polygonum convolvulus L. \n14.   а-шхардац   (абх.) Polygonum carneum C. Koch. [горец  мясокрасный ] \n15.   шымра Polygonum L. \n16.   щашIарысга Polygonum aviculare L. [горец  птичий ] \n17.   щхъахIврачвкъьа Polygonum alpium All. [горец  горный, альпийский ]   
азалия	азалия \n1.   а-бжьынцIы Azalea pontica L. [азалия  желтая ]   
айва	айва \n1.   айва   * (заимствовано из русского) Cydonia oblonga Mill. [айва  обыкновенная   (плод айвы обыкновенной) ] \n2.   айва   * (заимствовано из русского) Cydonia oblonga Mill. [айва  обыкновенная ] \n3.   айуа   * (заимствовано из русского) Cydonia oblonga Mill. [айва  обыкновенная ] \n4.   айвацIла   * (заимствовано из русского)   Уапшы   айуа Cydonia oblonga Mill. [айва  обыкновенная ] \n5.   апхазтIама   Уапшы   айуа Cydonia oblonga Mill. [айва  обыкновенная   (плод айвы обыкновенной) ] \n6.   апхазтIама   Уапшы   айуа Cydonia oblonga Mill. [айва  обыкновенная ] \n7.   а-биа   (абх.) Cydonia oblonga Mill. [айва  обыкновенная ]   
мята	мята \n1.   а-бнарахана   (абх.) Mentha L. \n2.   згIваъажвхIвра   Уапшы   тшыхIвра Mentha logifolia (L.) Huds. [мята  длиннолистная ] \n3.   къарчачай Mentha aguatica L. [мята  водяная ] \n4.   къаракъвырачай Mentha arvensis L. [мята  полевая ] \n5.   къвырачай   Уапшы   къаракъвырачай Mentha arvensis L. [мята  полевая ] \n6.   кIважвамачв   Уапшы   тшыхIвра Mentha longifolia (L.) Huds. [мята  длиннолистная ] \n7.   кIважватлапIа   Уапшы   тшыхIвра Mentha longifolia (L.) Huds. [мята  длиннолистная ] \n8.   пшацIыршва   Уапшы   тшыхIвра Mentha logifolia (L.) Huds. [мята  длиннолистная ] \n9.   тшыхIвра Mentha longifolia (L.) Huds. [мята  длиннолистная ] \n10.   швараххIвра   Уапшы   тшыхIвра Mentha longifolia (L.) Huds. [мята  длиннолистная ]   
слива	слива \n1.   хIваса́   [слива   (дерево и плоды) ]   слива \n1.   а-бхэа   (абх.)   Уапшы   хIваса Prynus domestica L. [слива  домашняя ] \n2.   гвагван   Уапшы   дзхIвы Prunus spinosa L. [слива  колючая   (труднопроходимые заросли сливы колючей) ] \n3.   дзхIвы Prunus spinosa L. [слива  колючая ] \n4.   дзхIвы Prunus spinosa L. [слива  колючая   (плод сливы колючей) ] \n5.   дзхIвымыгъ   Уапшы   дзхIвы Prunus spinosa L. [слива  колючая ] \n6.   дзыхIв   Уапшы   дзхIвы Prunus L. [слива  колючая ] \n7.   дзыхIв   Уапшы   дзхIвы Prunus spinosa L. [слива  колючая   (плод сливы колючей) ] \n8.   дзыхIвыцIла   Уапшы   дзхIвы Prunus spinosa L. [слива  колючая ] \n9.   къымдза   Уапшы   хIваса Prunus domestica L. [слива  домашняя ] \n10.   ладзхIвы   Уапшы   дзхIвы Prunus spinosa L. [слива  колючая ] \n11.   пыжвбана   Уапшы   дзхIвы Prunus spinosa L. [слива  колючая ] \n12.   пыжвмгъы   Уапшы   пыжвбана Prunus spinosa L. [слива  колючая ] \n13.   хIваса Prunus domestica L. [слива  домашняя ] \n14.   хIваса Prunus domestica L. [слива  домашняя   (плод сливы домашней) ] \n15.   хIвасаквайчIва Prunus domestica L. [слива  домашняя ] \n16.   хIвасацIла   Уапшы   хIваса Prunus domestica L. [слива  домашняя ] \n17.   хIвасачIвры   Уапшы   хIваса Prunus domestica L. [слива  домашняя ] \n18.   чарнослива   * (заимствовано из русского)   Уапшы   хIваса Prunus domestica L. [слива  домашняя ]   
орешник	орешник \n1.   кIакIа́н \n2.   раса́цIла   орешник \n1.   бнараса   Уапшы   раса Corylos ovellana. \n2.   бнараса Corylos ovellana L. [орешник  обыкновенный   (плод орешника обыкновенного) ] \n3.   а-бынраса   (абх.)   Уапшы   раса Corylus avellana L. \n4.   раса Corylus avellana L. \n5.   а-расатара   (абх.)   Уапшы   раса Corylus avellana L. \n6.   расахвыц   Уапшы   раса Corylus avellana L. \n7.   расацIла   Уапшы   раса Corylus avellana L.   
роза	роза \n1.   а-гуил   (абх.)   Уапшы   лагвырчIвымыгъ Rosa L. \n2.   а-гьыл   (абх.)   Уапшы   лагвырчIвымыгъ Rosa L. \n3.   лагвырчIвымыгъ Rosa L. \n4.   а-лахкцвымх   (абх.) Rosa L. \n5.   лахъвымгъ   Уапшы   лагвырчIвымыгъ Rosa L. \n6.   чкъвылтыр   Уапшы   лагвырчIвымыгъ Rosa L.   
тополь	тополь \n1.   псы́гъ   тополь \n1.   агътIа Populus L. \n2.   агътIаквайчIва Populus nigra L. [тополь  черный ] \n3.   агътIацIла   Уапшы   агътIа Populus L. \n4.   агътIашкIвокIва Populus alba L. [тополь  белолистка ] \n5.   агътIацIлашкIвокIва   Уапшы   агътIашкIвокIва Populus alba L. [тополь  белый, серебристый ] \n6.   бгъькIьазыз   Уапшы   агъьтIашкIвокIва Populus alba L. [тополь  белый, серебристый ] \n7.   а-гш   (абх.) Populus L. \n8.   гIвнапсыгъ   Уапшы   агътIа Populus L. \n9.   а-мшвха   (абх.) Populus nigra L. [тополь  черный ] \n10.   мшIытIатIа   Уапшы   агътIаквайчIва Populus nigra L. [тополь  черный ] \n11.   мшIытIатIа   Уапшы   псыгъ Populus tremula L. [тополь  трепещущий ] \n12.   псыгъ Populus tremula L. [тополь  трепещущий ] \n13.   псыгъцIла   Уапшы   псыгъ Populus tremula L. [тополь  трепещущий ] \n14.   а-цлаш   (абх.)   Уапшы   псыгъ Populus L.   
зимовник	зимовник \n1.   гънкъагIа Helleborus caucasicus A. Br. [зимовник  кавказский ] \n2.   а-джаква   (абх.) Helleborus caucasicus A. Br. [зимовник  кавказский ]   
лаконос	лаконос \n1.   а-джампаз   (абх.) Phytolacca americana L. [лаконос  американский ]   
наперстянка	наперстянка \n1.   а-дзизва   (абх.) Digitalis schischkinii Jvanina. [наперстянка  Шишкина ] \n2.   дзыжвга Digitalis L. \n3.   мачвхъаза   Уапшы   дзыжвга Digitalis L.   
фиалка	фиалка \n1.   апхъагIайыра Viola L. \n2.   бнахIврапаса Viola silvestris Lam. [фиалка  лесная ] \n3.   быхъвхIврапаса Viola oreades Bieb. [фиалка  скальная ] \n4.   джьалымхIа Viola arvensis Murr. [фиалка  полевая ] \n5.   а-дзыкрын   (абх.)   Уапшы   апхъагIайыра Viola L. \n6.   пасакъагIа   Уапшы   апхъагIайыра Viola L. \n7.   пкъыдамц   Уапшы   апхъагIайыра Viola L. \n8.   рхъахIврапаса Viola arvensis Murr. [фиалка  полевая ] \n9.   рхъацыца Hesperis matronalis. [фиалка  ночная ] \n10.   уахъынлахIвра Hesperis matronalis L. [фиалка  ночная ] \n11.   хIврапаса Viola L. \n12.   а-цэфзфсф   (абх.)   Уапшы   апхъагIайыра Viola L.   
щавель	щавель \n1.   быгъьчIвчIвы́   (диалект: ащхъарауа) \n2.   цыцара́нчIв   щавель \n1.   бгъьычвкъьа   Уапшы   царанчIвы Rumex acetosa L. [щавель  кислый ] \n2.   быгъьчвчIвы   Уапшы   цыцаранчIв Rumex L. \n3.   гIвнацаранчIв Rumex domesticum Hartm. [щавель  домашний ] \n4.   а-дырзы   (абх.) Rumex alpinus L. [щавель  альпийский ] \n5.   а-дырзы   (абх.)   Уапшы   тшыцаранчIв Rumex crispus L. [щавель  конский ] \n6.   а-дырзы   (абх.)   Уапшы   тшыцаранчIв Rumex crispus L. [щавель  курчавый ] \n7.   а-жамрахушь   (абх.) Rumex obtusifolius L. [щавель  туполистный ] \n8.   саранчIвы   Уапшы   царанчIвы Rumex acetosa L. [щавель  кислый ] \n9.   тшыцаранчIв Rumex confertus Willd. [щавель  конский ] \n10.   царанчIвы Rumex acetosa L. [щавель  кислый ] \n11.   цыцаранчIв Rumex acetosa L. [щавель  обыкновенный, кислый ] \n12.   цыцаранчIвбаба Rumex crispus L. [щавель  курчавый ] \n13.   цыцаранчIвпшдза Rumex pulcher L. [щавель  красивый ] \n14.   цыцаранчIвщайдзаду Rumex thyrsiflorus L. [щавель  пирамидальный, кистецветный ] \n15.   щхъацаранчIв Rumex alpinus L. [щавель  альпийский ]   
горох	горох \n1.   кIыркIла́ш   горох \n1.   аджьаркъвыд   Уапшы   кIыркIылаш Cicer arietinum L. [горох  турецкий ] \n2.   а-жьаркуыд   (абх.)   Уапшы   трыквкъвыд Cicer arietinum L. [горох  турецкий ] \n3.   а-карклаш   (абх.) Cicer arietinum L. [горох  турецкий ] \n4.   а-кырклыш   (абх.) Cicer arietinum L. [горох  турецкий ] \n5.   кIыркIылаш Pisum arvense L. [горох  кормовой ] \n6.   кIыркIлаш Pisum sativum L. [горох  посевной ] \n7.   кIыркIлашхIагIа Pisum elatius Bieb. [горох  высокий ] \n8.   рхъакIыркIлаш Pisum arvense L. [горох  полевой ] \n9.   уасакIыркIылаш   Уапшы   къакъий Cicer arietinum L. [горох  турецкий ]   
цикорий	цикорий \n1.   ажьархIаскIьын   (абх.)   Уапшы   мыдах Cichorium intybus L. [цикорий  обыкновенный ] \n2.   а-жьархаскьын   (абх.) Cichorium intybus L. [цикорий  обыкновенный ] \n3.   къындзатумачIыхв   Уапшы   мыдах Cichorium intybus L. [цикорий  обыкновенный ] \n4.   мыдах Cichorium intybus L. [цикорий  обыкновенный ]   
смородина	смородина \n1.   махъы́р   (диалект: ащхъарауа) махъыр квайчIва чёрная смородина махъыр къапщы красная смородина   смородина \n1.   а-жьынцэры   (абх.) Ribes L. \n2.   махъыр Ribes L. [смородина  (плод смородины) ] \n3.   сана Ribes L. \n4.   санаквайчIва Ribes nigrum L. [смородина  черная ] \n5.   санакъапщы Ribes rubrum L. [смородина  красная ] \n6.   сана цырцыр Ribes aureum Pursh. [смородина  золотистая ] \n7.   щхъасана Ribes alpium L. [смородина  альпийская ]   
можжевельник	можжевельник \n1.   дзхIвымц Juniperus communus L. [можжевельник  обыкновенный ] \n2.   дзыхIвы Juniperus sabina L. [можжевельник  казацкий ] \n3.   а-жэыргы   (абх.) Juniperus L. \n4.   нартсагIа Luniperus depressa Stev. [можжевельник  низкорослый ] \n5.   щхай Juniperus L. \n6.   щхъанарат Juniperus sabina L. [можжевельник  казацкий ]   
подсолнечник	подсолнечник \n1.   а-заракьа   (абх.) Helianthus annuus L. \n2.   марацхъынхIв   Уапшы   семчкIа Helianthus annuus L. \n3.   маращтахьпш   Уапшы   семчкIа Helianthus annuus L. \n4.   сахвран   Уапшы   семчкIа Helianthus annuus L. \n5.   семчкIа   * (заимствовано из русского) Helianthus annuus L. \n6.   семчкIа   * (заимствовано из русского) Helianthus annuus L. [подсолнечник  (плоды подсолнечника) ] \n7.   семычкIахъа   * (заимствовано из русского) Helianthus annuus L. [подсолнечник  (соцветие подсолнечника, корзинка) ] \n8.   семычкIа   * (заимствовано из русского)   Уапшы   семчкIа Helianthus annuus L. [подсолнечник  (плоды подсолнечника) ] \n9.   семычкIа   * (заимствовано из русского)   Уапшы   семчкIа Helianthus annuus L.   
орех	орех \n1.   гъьаса́   [орех   кедровый ] \n2.   кIакIа́н \n3.   раса́ бна раса лесной (дикий) орех, фундук гыр раса грецкий орех  (дерево и плод) амшв чан расагвыкI ачвыгIанхатI погов.  от еды медведя остался один орешек  (о тех, кто из ложно понимаемого приличия не доедает подаваемое на стол)   орех \n1.   адгьылраса Arachis hupogala L. [орех  земляной ] \n2.   адгьылраса Arachis hupogala L. [орех  китайский ] \n3.   адгьылрасадза   Уапшы   адгьылраса Arachis hupogala L. [орех  земляной ] \n4.   адгьылрасадза   Уапшы   адгьылраса Arachis hupogala L. [орех  китайский ] \n5.   гырраса Juglans regia L. [орех  грецкий ] \n6.   гырраса Juglans regia L. [орех  грецкий   (плод грецкого ореха) ] \n7.   гыррасаквайчIва Juglans nigra L. [орех  черный ] \n8.   гыррасачвыш Juglans cinerea L. [орех  серый ] \n9.   а-какан   (абх.) Juglans regia L. [орех  грецкий ] \n10.   кIакIан   Уапшы   гырраса Juglans regia L. [орех  грецкий ] \n11.   кIакIан Juglans regia L. [орех  грецкий   (плод грецкого ореха) ] \n12.   кIакIанквайчIва   Уапшы   гыррасаквайчIва Juglans nigra L. [орех  черный ] \n13.   кIакIанчвыш   Уапшы   гыррасачвыш Juglans cineria L. [орех  серый ] \n14.   раса Corylus avellana L. [орех  обыкновенный   (плод ореха обыкновенного) ] \n15.   расаду   Уапшы   гырраса Juglans regia L. [орех  грецкий   (плод ореха грецкого) ] \n16.   расаду   Уапшы   гырраса Juglans regia L. [орех  грецкий ] \n17.   расахвыц Corylus avellana L. [орех  обыкновенный   (плод орешника) ] \n18.   чилим   * (заимствовано из русского) Trapa L. [орех  водяной ] \n19.   шитанраса Trapa natans L. [орех  водяной плавающий ]   
гриб	гриб \n1.   напIры́пхтга   (диалект: ащхъарауа) йфа йауа напIрыпхтга съедобный гриб \n2.   хъва́рп   гриб \n1.   ккIвуба   (шкар.) \n2.   а-какубаа   (абх.) \n3.   щхъатоп   
бамбук	бамбук \n1.   бамбук   * (заимствовано из русского)   Уапшы   калам   (абх.) Bambusa Schred. \n2.   а-калам   (абх.) Bambusa Schred. \n3.   къамышхIагIа Bambusa Schred. \n4.   шамбыр   Уапшы   къамышхIагIа Bambusa Schred.   
укроп	укроп \n1.   къва́н   укроп \n1.   а-кама   (абх.) Anethum graveolens L. [укроп  пахучий ] \n2.   а-кама   (абх.) Anethum graveolens L. [укроп  огородный ] \n3.   къван Anethum graveolens L. [укроп  пахучий ] \n4.   къван Anethum graveolens L. [укроп  огородный ] \n5.   нашалацIа Anethum graveolens L. \n6.   цIгIаралацIа   Уапшы   къван Anethum graveolens L. [укроп  огородный ] \n7.   цIгIаралацIа   Уапшы   къван Anethum graveolens L. [укроп  пахучий ]   
арбуз	арбуз \n1.   харбы́з гIвхарбызкI напIыкIла йгьузыкIрым посл.  два арбуза одной рукой не удержишь   арбуз \n1.   а-карпыжэ   (абх.) Citrullus vulgaris Schrad. [арбуз  обыкновенный ] \n2.   рахвхырбыз Citrullus pasteca Sageret. [арбуз  кормовой ] \n3.   хырбыз Citruelus vulgaris Schrad. [арбуз  обыкновенный ] \n4.   хырбыз Citruelus vulgaris Schrad. [арбуз  обыкновенный   (ложный плод арбуза обыкновенного) ] \n5.   хырбызгвы Citruelus vulgaris Schrad. [арбуз  обыкновенный   (семена арбуза обыкновенного) ] \n6.   хырбызсыха   Уапшы   хырбыз Citruelus vulgaris Schrad. [арбуз  (сорт арбуза) ]   
картофель	картофель \n1.   кIартIо́ф   * (заимствовано из русского)   картофель \n1.   а-картош   * (заимствовано из русского)   (абх.) Solanum tuberosus L. \n2.   кIартIоф   * (заимствовано из русского) Solanum tuberosum L.   
барбарис	барбарис \n1.   барбари́с   * (заимствовано из русского)   [барбарис   (ягоды и растение) ] \n2.   къатгIан-сольы́къв   [барбарис   (ягоды и кустарник) ]   барбарис \n1.   барбарис   * (заимствовано из русского)   Уапшы   къатгIансольыкъв Berberis L. \n2.   барбарис   * (заимствовано из русского)   Уапшы   къатгIансольыкъв Berberis L. [барбарис  (плод барбариса) ] \n3.   барбарисмыгъ   * (заимствовано из русского)   Уапшы   мыгъквайчIва Berberis L. \n4.   а-кацахуыр   (абх.) Berberis L. \n5.   кыбалайы   Уапшы   мыгъквайчIва Berberis L. \n6.   къатгIансольыкъв Berberis L. \n7.   мыгъквайчIва Berberis vulgaris L. [барбарис  обыкновенный ] \n8.   мыгъквайчIва Berberis vulgaris L. [барбарис  обыкновенный   (плод барбариса обыкновенного) ]   
